,adjective_count,adverb_count,average_word_length,long_word_count,noun_count,sentences_count,spelling_error_count,verb_count,vocab_count,word_count,word_to_sentence_ratio
11445,13,9,4.97,14,31,13,2,6,18.264150943396228,71,5.38
11446,16,9,5.42,20,42,22,18,20,31.066176470588236,110,4.59
11447,5,5,4.76,3,13,3,4,4,44.642857142857146,30,9.67
11448,5,1,6.5,22,22,8,1,8,23.4390243902439,41,5.0
11449,13,3,5.86,27,30,8,5,12,8.05921052631579,65,8.12
11450,25,8,5.1,21,36,27,6,20,30.025974025974026,109,4.0
11451,7,5,5.25,13,24,8,3,10,41.02325581395349,53,6.62
11452,18,9,5.1,16,51,19,30,36,67.17460317460318,143,6.63
11453,21,4,5.58,16,23,7,6,9,55.0188679245283,70,9.86
11454,13,5,5.34,20,38,19,7,10,23.142857142857142,115,4.32
11455,14,12,5.53,19,46,10,13,19,21.778350515463917,119,11.1
11456,15,5,5.29,12,34,9,12,7,15.458015267175572,70,7.56
11457,5,0,5.16,6,18,5,5,7,93.44444444444444,36,6.4
11458,16,7,5.41,16,29,20,11,12,74.390625,100,4.35
11459,21,8,5.46,20,42,19,22,22,85.17204301075269,113,5.79
11460,13,3,4.71,8,28,15,2,3,11.00952380952381,56,3.67
11461,10,2,6.68,12,18,14,8,4,31.03030303030303,48,2.93
11462,9,4,5.03,19,41,12,3,19,25.6793893129771,101,7.25
11463,11,8,5.4,23,40,8,8,17,28.770642201834864,81,10.12
11464,15,6,5.48,21,35,5,15,18,24.50420168067227,88,16.6
11465,6,3,5.32,12,32,15,7,11,35.83582089552239,75,4.4
11466,27,10,4.81,22,50,32,9,28,29.014652014652015,175,4.38
11467,6,1,5.21,10,14,4,0,5,16.689655172413794,29,7.25
11468,11,1,5.36,5,16,4,4,4,24.03846153846154,34,8.25
11469,11,11,4.79,20,44,11,12,21,15.015625,112,10.18
11470,8,5,5.68,23,39,8,4,13,28.24705882352941,69,8.5
11471,13,9,5.17,15,36,14,13,24,60.84444444444444,112,6.86
11472,10,7,5.35,17,33,14,9,11,68.0625,94,6.14
11473,30,11,5.71,22,60,13,45,20,67.63803680981596,184,11.23
11474,26,11,5.52,30,36,11,6,18,34.507462686567166,96,8.73
11475,2,0,5.78,2,4,4,2,2,21.333333333333332,10,2.25
11476,6,0,4.89,3,8,3,8,4,7.041666666666667,19,6.33
11477,10,0,5.91,21,36,10,7,16,12.598425196850394,65,6.5
11478,16,2,5.16,19,33,14,4,20,33.333333333333336,90,6.14
11479,21,9,5.78,19,30,14,18,9,68.0625,101,5.86
11480,17,8,5.21,14,20,8,1,7,37.12280701754386,64,7.88
11481,15,14,5.4,30,53,20,19,24,73.38848920863309,154,6.4
11482,14,4,5.66,29,44,7,4,15,28.76086956521739,95,13.0
11483,17,15,5.42,30,49,24,10,28,67.74556213017752,170,6.0
11484,13,2,6.21,21,24,8,6,13,16.49397590361446,59,7.25
11485,12,4,4.88,9,29,8,7,9,13.008130081300813,70,8.62
11486,2,1,6.15,7,9,6,3,4,32.111111111111114,24,3.33
11487,4,1,5.0,4,11,5,1,4,9.333333333333334,23,4.2
11488,12,5,5.51,19,34,19,6,12,56.888888888888886,94,4.32
11489,4,1,6.11,5,9,5,3,3,25.0,27,3.6
11490,5,1,4.86,4,9,2,4,5,13.761904761904763,23,11.0
11491,13,2,5.29,17,33,13,9,13,46.53846153846154,72,5.54
11492,3,0,5.68,7,11,14,6,4,23.272727272727273,20,1.36
11493,4,1,4.83,6,15,6,3,5,37.5,40,6.0
11494,8,1,4.74,6,24,5,6,10,18.15,47,9.4
11495,22,12,5.3,25,37,21,12,22,62.8411214953271,130,5.29
11496,22,15,5.5,41,51,22,9,23,59.550632911392405,144,6.14
11497,6,3,5.12,11,11,5,0,11,29.257142857142856,43,8.2
11498,8,1,5.4,14,31,10,15,16,10.208333333333334,62,5.7
11499,9,5,4.35,4,29,9,9,12,56.07692307692308,75,7.56
11500,10,5,5.29,20,28,14,3,13,32.467532467532465,83,4.93
11501,7,0,6.93,17,12,14,0,7,8.804878048780488,28,2.0
11502,21,13,6.13,38,33,11,14,26,25.789473684210527,139,9.82
11503,7,2,5.8,19,26,10,7,12,6.394736842105263,58,4.9
11504,1,0,5.3,2,4,3,0,2,0.0,13,3.33
11505,18,3,5.21,20,38,20,2,11,35.00854700854701,102,4.45
11506,6,4,4.78,4,17,9,5,3,47.34782608695652,42,4.44
11507,7,4,5.82,16,25,7,3,11,141.06666666666666,53,7.29
11508,9,2,5.35,13,31,8,0,9,38.520833333333336,75,7.12
11509,22,17,5.24,22,53,21,11,14,40.41530054644809,129,5.86
11510,6,1,5.47,9,23,6,5,5,40.26470588235294,48,7.5
11511,4,1,4.77,7,20,4,11,8,114.28571428571429,44,11.0
11512,19,10,5.41,32,49,36,10,26,44.31413612565445,182,3.69
11513,5,1,4.8,9,31,7,5,6,24.47457627118644,55,7.86
11514,29,11,5.62,23,63,24,37,27,35.78343949044586,186,6.75
11515,7,2,6.12,25,25,8,3,17,26.727272727272727,59,7.25
11516,7,1,5.5,10,18,6,4,4,36.56521739130435,36,6.0
11517,6,0,5.04,2,12,5,5,4,23.529411764705884,28,5.0
11518,21,6,5.31,26,50,28,12,23,88.16666666666667,140,4.14
11519,7,4,5.74,12,19,6,4,11,20.454545454545453,42,7.0
11520,19,2,4.78,10,37,17,7,9,40.041666666666664,94,4.82
11521,11,4,4.38,3,26,2,8,13,9.38888888888889,85,34.5
11522,6,1,5.92,13,14,3,2,11,73.14285714285714,36,12.0
11523,6,0,4.59,6,20,13,1,4,41.88461538461539,43,3.15
11524,18,8,5.42,22,29,10,2,11,30.446601941747574,85,8.3
11525,11,7,5.29,10,23,12,10,12,66.6923076923077,70,5.17
11526,26,8,5.63,22,26,12,6,14,58.68055555555556,93,6.75
11527,4,5,5.32,9,20,3,4,6,29.0,38,12.67
11528,21,5,5.33,22,44,15,13,22,26.15934065934066,101,6.73
11529,17,13,5.43,24,39,19,18,20,67.9298245614035,130,6.21
11530,15,1,4.81,7,26,9,10,12,59.07692307692308,62,6.56
11531,21,15,5.56,40,57,22,17,24,112.0,143,6.36
11532,12,4,5.19,14,41,14,8,7,35.31521739130435,83,5.36
11533,19,5,5.15,19,49,20,12,14,42.470588235294116,112,5.5
11534,10,8,4.89,5,22,3,20,18,68.75,70,21.67
11535,11,10,4.84,6,27,12,16,13,12.451851851851853,73,5.83
11536,7,5,5.2,12,18,6,8,13,12.964285714285714,55,8.5
11537,6,0,5.25,2,14,10,5,5,0.0,31,2.8
11538,1,2,4.33,1,7,6,2,2,28.166666666666668,18,2.5
11539,6,8,5.69,17,33,9,15,20,35.64356435643565,95,9.44
11540,22,1,4.94,15,42,15,11,17,44.91509433962264,105,6.33
11541,44,16,5.96,63,89,18,21,38,172.97297297297297,210,11.0
11542,19,5,5.18,18,22,33,7,8,31.811764705882354,76,2.21
11543,11,6,5.17,18,40,6,10,14,44.29761904761905,85,13.5
11544,15,6,5.84,21,30,10,11,14,202.8148148148148,90,8.3
11545,14,12,5.25,17,27,8,5,19,56.888888888888886,96,10.5
11546,16,4,5.07,15,30,15,7,15,91.61224489795919,101,5.47
11547,3,1,6.0,16,11,4,2,10,20.045454545454547,27,6.75
11548,7,1,5.45,8,32,5,15,6,12.666666666666666,71,12.0
11549,7,6,5.07,14,33,8,4,9,23.325301204819276,69,8.38
11550,5,0,4.75,3,9,4,1,4,32.111111111111114,21,5.0
11551,9,8,5.59,19,21,15,2,12,171.52941176470588,90,3.93
11552,13,3,5.42,11,52,11,28,13,71.91011235955057,116,9.36
11553,6,8,4.9,4,20,9,10,11,13.787234042553191,62,6.44
11554,8,4,5.81,16,18,14,7,10,68.45,48,3.07
11555,15,6,4.7,6,19,13,12,12,47.022222222222226,57,4.38
11556,1,1,5.44,12,11,7,1,12,9.68,35,4.57
11557,6,0,5.32,5,22,10,6,8,6.188118811881188,40,4.0
11558,15,15,4.99,18,44,18,13,25,17.458677685950413,116,6.17
11559,6,7,5.29,8,22,10,5,8,37.734693877551024,61,5.6
11560,2,0,5.43,5,9,2,0,0,13.444444444444445,15,7.0
11561,19,5,5.73,23,24,14,5,14,13.448,66,4.57
11562,14,1,5.01,10,55,19,26,11,16.289592760180994,121,5.11
11563,19,2,5.3,18,26,10,5,17,26.27027027027027,86,8.1
11564,13,5,4.79,10,42,13,7,9,35.16161616161616,88,6.31
11565,4,1,4.84,7,17,6,0,6,20.571428571428573,32,5.33
11566,15,3,5.13,13,31,12,19,13,102.02272727272727,81,6.58
11567,8,7,5.63,20,22,9,3,15,57.6,61,6.67
11568,15,10,5.72,29,36,13,9,11,38.44,97,6.77
11569,14,5,4.99,8,31,12,6,8,68.17391304347827,78,5.83
11570,10,10,5.21,22,35,12,12,15,49.91089108910891,105,7.67
11571,23,20,5.15,29,62,36,13,33,96.00595238095238,182,4.69
11572,11,3,5.31,17,26,9,5,6,32.813559322033896,62,6.78
11573,13,9,4.85,9,31,17,7,15,45.93827160493827,87,4.82
11574,23,4,5.3,22,48,14,13,13,37.528169014084504,118,7.5
11575,1,0,5.69,4,8,2,2,3,15.125,13,6.5
11576,5,5,5.67,18,20,12,1,10,21.40740740740741,48,4.0
11577,6,9,4.57,7,13,6,0,5,10.445652173913043,56,8.5
11578,40,15,5.2,27,66,27,24,23,34.841642228739005,178,6.59
11579,14,9,5.79,26,39,16,11,13,94.11111111111111,114,5.75
11580,17,14,5.51,34,44,6,22,28,38.86705202312139,135,20.83
11581,18,7,5.28,13,33,16,12,10,15.870056497175142,90,5.62
11582,5,10,5.12,10,11,6,2,17,17.066666666666666,53,8.0
11583,10,1,5.01,4,35,14,20,13,38.36842105263158,83,5.14
11584,18,9,5.15,19,32,8,4,16,59.5125,90,10.62
11585,18,6,5.45,11,41,20,40,25,119.11764705882354,128,5.5
11586,11,6,5.05,8,28,12,11,13,38.88,78,6.08
11587,18,11,5.31,22,33,14,7,19,38.6865671641791,116,7.71
11588,15,2,5.24,18,24,9,3,7,52.595238095238095,61,6.56
11589,7,3,5.66,7,24,8,13,4,154.08333333333334,56,5.88
11590,19,8,5.38,14,49,23,23,15,119.29032258064517,117,4.52
11591,6,4,5.12,2,7,7,7,5,72.0,31,3.71
11592,5,3,5.63,10,18,4,2,3,20.484848484848484,37,8.75
11593,30,13,5.34,32,71,28,24,29,92.07185628742515,204,5.96
11594,21,6,4.98,16,40,14,15,14,101.4,106,6.71
11595,9,2,4.71,6,15,3,3,4,29.037037037037038,37,11.67
11596,4,3,5.4,9,18,5,3,6,72.05882352941177,40,8.0
11597,9,6,4.92,8,26,8,6,15,45.63157894736842,69,8.0
11598,9,7,5.03,16,26,12,7,16,83.3076923076923,74,5.67
11599,6,7,5.55,17,23,8,7,20,64.36170212765957,68,8.25
11600,23,7,4.93,23,45,12,13,28,18.26298701298701,165,10.25
11601,16,3,5.55,19,29,10,5,9,17.12621359223301,73,6.5
11602,27,11,5.47,36,65,26,10,21,99.55555555555556,153,5.46
11603,10,2,4.88,10,31,10,9,9,52.0,68,6.6
11604,18,2,5.12,13,27,7,5,6,9.210526315789474,63,8.57
11605,7,6,5.51,14,15,2,8,6,4.705882352941177,37,17.5
11606,49,15,5.6,34,85,32,51,43,126.28270042194093,247,7.12
11607,9,4,4.94,10,24,7,6,8,20.76271186440678,51,7.14
11608,1,1,6.67,14,15,1,1,2,3.6739130434782608,21,21.0
11609,11,6,5.59,14,28,13,17,13,33.24175824175824,90,5.85
11610,3,1,5.14,5,9,6,4,5,147.0,28,3.67
11611,12,7,5.36,10,21,8,5,10,49.64102564102564,63,6.88
11612,19,2,4.81,12,48,14,24,14,53.48148148148148,108,7.29
11613,17,9,5.43,19,26,13,7,12,57.37313432835821,80,6.08
11614,7,4,4.96,6,22,6,6,6,73.08695652173913,49,8.0
11615,26,13,5.98,53,61,27,25,23,35.587188612099645,169,5.44
11616,11,7,5.24,20,30,15,7,17,30.555555555555557,82,5.33
11617,11,1,4.69,8,22,8,1,12,3.3488372093023258,52,6.5
11618,8,7,5.13,13,13,16,4,10,32.0,67,3.25
11619,11,4,4.83,10,27,3,11,15,98.45454545454545,74,22.0
11620,4,1,5.83,6,10,4,2,2,96.33333333333333,22,4.5
11621,6,6,4.8,9,17,4,1,13,7.894736842105263,54,13.5
11622,2,2,4.86,2,7,3,0,2,24.0,14,4.67
11623,4,1,4.19,3,24,4,6,6,24.142857142857142,66,13.0
11624,10,5,5.02,5,19,3,4,7,47.53125,56,16.33
11625,18,4,5.79,37,57,16,10,24,36.04945054945055,119,7.06
11626,25,9,5.14,35,58,15,10,23,11.91725768321513,141,9.2
11627,6,4,5.45,10,19,6,5,6,27.923076923076923,44,7.33
11628,6,9,4.89,11,29,11,8,25,29.882978723404257,77,6.82
11629,9,1,5.05,10,17,9,2,4,33.03225806451613,41,4.56
11630,10,1,5.16,11,24,1,3,11,94.06451612903226,67,63.0
11631,3,0,5.0,2,5,2,0,3,40.333333333333336,12,6.0
11632,17,9,5.17,10,31,22,21,14,48.79347826086956,99,4.05
11633,8,5,5.33,4,15,7,8,2,53.26086956521739,50,6.0
11634,4,3,4.94,9,28,13,5,10,44.23684210526316,55,4.08
11635,30,12,5.42,25,54,26,21,23,101.17293233082707,170,5.81
11636,3,2,4.44,1,12,4,4,5,0.0,31,6.25
11637,6,1,5.09,9,18,6,2,5,15.24390243902439,34,5.67
11638,16,9,5.88,23,24,13,6,12,85.42222222222222,82,5.77
11639,9,7,4.84,12,24,16,2,9,19.77570093457944,73,4.19
11640,8,7,5.51,15,42,11,8,15,24.123076923076923,87,7.64
11641,7,6,5.31,10,26,7,17,19,67.22222222222223,70,9.14
11642,18,8,5.92,22,45,19,23,15,62.48571428571429,128,5.68
11643,13,4,4.85,8,27,15,4,7,16.65765765765766,74,4.53
11644,9,3,5.2,9,15,10,6,9,24.75,47,4.5
11645,17,7,4.95,10,33,19,10,16,26.111842105263158,110,5.11
11646,13,7,4.82,18,39,18,4,19,19.788235294117648,101,5.33
11647,4,1,5.61,7,7,6,1,2,42.666666666666664,20,3.0
11648,6,4,4.3,2,11,1,3,3,16.96153846153846,29,27.0
11649,20,15,5.94,38,58,20,16,25,28.781553398058254,144,6.15
11650,4,2,5.21,9,29,7,6,9,12.964285714285714,55,7.57
11651,9,2,5.28,7,17,7,4,3,77.06666666666666,41,5.57
11652,3,1,5.71,7,9,5,1,3,21.6,23,4.2
11653,18,3,4.66,16,53,18,8,21,16.323636363636364,117,6.22
11654,1,0,5.56,6,14,6,2,6,56.0,37,5.33
11655,17,9,5.21,20,35,13,6,16,91.63636363636364,102,7.77
11656,4,2,5.16,8,15,2,5,5,11.025,31,15.5
11657,11,8,5.04,10,19,10,0,9,43.08510638297872,60,5.6
11658,2,0,5.09,5,10,5,2,7,27.0,27,4.4
11659,14,0,5.13,15,34,11,7,10,14.582278481012658,101,6.91
11660,17,10,4.69,14,28,20,8,11,21.375,100,4.75
11661,3,3,6.14,9,15,5,3,3,8.1,34,5.6
11662,9,5,4.78,7,20,9,2,12,40.421052631578945,81,7.0
11663,4,1,5.56,5,6,3,3,6,96.33333333333333,25,6.0
11664,5,0,5.86,12,18,5,0,4,23.0,28,5.6
11665,8,7,5.35,12,14,14,6,9,33.0,43,2.86
11666,12,4,5.1,9,14,5,2,9,11.081967213114755,46,8.2
11667,12,11,5.29,19,28,11,9,18,24.59349593495935,96,7.64
11668,6,3,5.2,12,24,6,2,12,36.214285714285715,51,8.5
11669,2,4,5.06,11,15,8,0,7,70.08333333333333,36,4.12
11670,24,7,4.98,15,54,12,16,20,45.76271186440678,144,10.92
11671,14,2,5.31,19,21,5,3,11,17.882978723404257,63,11.8
11672,11,2,5.28,7,32,14,9,6,21.27848101265823,66,4.29
11673,15,6,4.68,12,35,20,16,10,48.4,96,4.2
11674,4,2,5.12,1,8,2,4,5,24.066666666666666,27,12.0
11675,4,2,4.87,5,10,4,1,2,73.5,25,5.75
11676,10,4,5.12,10,19,5,9,8,63.758620689655174,58,10.4
11677,22,2,5.03,12,43,4,18,10,82.11842105263158,107,24.75
11678,1,2,5.72,17,27,7,2,9,37.02857142857143,47,6.14
11679,7,2,4.49,0,20,6,5,2,24.324324324324323,41,6.83
11680,13,4,5.24,19,28,9,0,11,16.643564356435643,69,7.33
11681,6,1,4.81,3,8,2,6,4,45.125,21,10.5
11682,13,4,5.05,15,41,9,11,7,15.793427230046948,113,11.0
11683,9,4,6.88,20,16,8,2,8,12.852459016393443,44,5.38
11684,5,13,5.06,18,36,16,4,14,23.818897637795274,88,5.25
11685,22,16,5.42,23,50,20,25,31,54.39622641509434,134,6.5
11686,2,7,4.73,9,29,10,10,10,26.16216216216216,65,6.4
11687,11,3,5.47,15,25,20,7,8,186.88888888888889,74,3.2
11688,5,2,4.64,4,18,5,4,6,31.03448275862069,40,7.8
11689,17,8,5.55,21,64,17,43,32,109.009009009009,150,8.29
11690,21,8,5.12,22,26,25,1,21,30.26771653543307,97,3.72
11691,14,3,5.19,13,33,58,10,12,55.14754098360656,91,1.26
11692,9,2,4.91,8,24,10,13,8,72.0,67,5.6
11693,14,5,5.43,18,28,14,9,12,26.0,77,5.43
11694,8,9,5.18,16,26,9,4,7,31.811764705882354,74,8.11
11695,4,0,4.95,5,9,4,3,5,8.653846153846153,38,5.25
11696,20,10,5.31,18,33,15,7,11,47.08045977011494,90,5.8
11697,8,1,5.0,9,25,5,4,5,21.390625,59,10.6
11698,4,0,6.0,4,11,3,9,3,20.454545454545453,19,6.0
11699,12,2,5.2,13,25,13,3,6,61.45454545454545,74,4.92
11700,0,0,5.17,2,5,1,1,0,2.6666666666666665,6,6.0
11701,15,6,4.86,10,38,15,9,18,11.407894736842104,93,6.2
11702,37,11,5.84,36,66,29,33,22,47.604395604395606,196,5.48
11703,2,1,6.05,7,9,4,3,6,133.33333333333334,22,5.25
11704,6,3,4.78,8,28,14,5,12,15.84375,69,4.5
11705,22,11,4.78,11,49,14,17,16,58.906666666666666,137,9.0
11706,30,20,5.41,35,51,30,16,29,42.561338289962826,163,5.13
11707,6,5,4.96,6,17,12,13,8,26.06382978723404,54,3.83
11708,7,4,5.23,10,23,25,2,15,26.224137931034484,55,2.12
11709,13,3,5.34,8,24,7,22,14,141.2608695652174,81,9.14
11710,13,12,5.36,21,59,12,24,28,138.79347826086956,148,11.42
11711,7,1,5.0,8,17,4,2,8,22.78125,37,8.75
11712,15,5,6.53,33,34,25,9,14,21.806451612903224,76,3.04
11713,14,4,4.83,17,29,19,1,8,15.032520325203253,70,3.68
11714,10,4,4.96,15,32,11,3,14,17.487603305785125,73,6.64
11715,2,0,5.29,1,7,6,3,4,0.0,21,2.33
11716,4,2,4.81,5,13,5,4,4,14.7,33,5.4
11717,11,7,4.61,17,29,11,11,16,24.005347593582886,105,8.91
11718,40,14,5.57,53,82,26,23,44,100.44642857142857,212,7.92
11719,15,12,4.96,19,30,14,11,22,17.008849557522122,112,7.57
11720,3,1,5.6,8,13,4,0,2,10.714285714285714,23,5.0
11721,5,2,4.7,2,14,7,7,3,26.181818181818183,41,4.29
11722,8,7,4.86,11,36,16,3,7,14.578512396694215,80,4.31
11723,24,14,5.24,26,42,22,6,22,42.25,144,5.77
11724,1,0,6.63,13,16,2,1,7,16.96153846153846,27,13.5
11725,10,6,5.11,17,28,28,1,20,38.88,89,2.54
11726,10,4,5.12,12,28,12,2,10,57.8,69,5.33
11727,12,4,5.0,13,32,12,10,16,39.58510638297872,84,6.75
11728,14,9,4.73,14,29,13,4,13,62.06060606060606,92,6.31
11729,6,3,5.36,9,24,9,10,13,22.36764705882353,58,5.89
11730,8,4,5.23,10,24,13,5,5,92.04166666666667,65,4.08
11731,13,3,5.65,11,33,10,21,10,97.29729729729729,82,7.1
11732,10,2,4.84,3,13,8,3,3,48.76190476190476,42,4.62
11733,6,2,4.64,4,14,2,5,11,10.112359550561798,47,23.5
11734,8,4,4.3,3,32,2,10,9,20.756756756756758,71,35.5
11735,9,2,5.3,12,22,4,11,12,31.372549019607842,56,13.25
11736,4,2,4.64,3,17,5,3,3,7.36734693877551,28,5.6
11737,10,7,4.86,9,49,2,20,32,15.606811145510836,131,58.0
11738,7,4,5.1,10,32,7,11,10,28.594594594594593,75,8.86
11739,14,4,4.8,11,36,15,10,13,14.23157894736842,86,5.47
11740,9,4,5.57,13,21,2,4,6,21.352941176470587,52,23.0
11741,11,5,5.75,30,45,20,7,17,12.123134328358208,98,4.75
11742,30,19,5.39,37,67,28,14,35,32.70438799076212,197,6.79
11743,4,3,5.74,14,23,9,4,11,14.254237288135593,42,4.67
11744,8,2,5.14,8,20,8,5,12,60.827586206896555,49,6.12
11745,19,2,5.18,18,37,21,22,14,41.34375,91,4.05
11746,12,5,5.14,15,37,13,8,13,34.56382978723404,89,6.08
11747,12,2,5.32,16,32,15,7,9,16.03030303030303,75,4.53
11748,17,3,5.1,13,36,6,11,12,56.378787878787875,93,13.17
11749,0,0,8.0,1,1,1,0,0,0.0,1,1.0
11750,7,5,5.2,13,15,9,1,9,19.148936170212767,43,4.56
11751,10,2,4.91,10,31,9,6,13,21.16,70,7.78
11752,26,21,5.01,22,74,27,13,16,40.81509433962264,172,5.89
11753,12,3,5.38,23,37,11,5,14,25.536363636363635,73,6.64
11754,6,2,4.82,7,13,5,3,12,10.903225806451612,42,8.0
11755,19,2,6.31,43,37,18,4,17,5.736543909348442,91,4.67
11756,5,4,5.49,11,15,10,4,7,19.18421052631579,40,3.9
11757,7,7,4.47,11,25,15,1,6,9.626666666666667,69,4.4
11758,4,2,6.18,4,23,12,20,8,49.793103448275865,64,3.75
11759,3,2,5.15,4,8,1,1,0,54.0,22,20.0
11760,11,8,4.6,8,23,7,7,12,71.15789473684211,63,8.86
11761,14,10,5.54,22,38,18,4,16,72.01351351351352,103,5.17
11762,16,6,5.7,15,30,5,15,11,16.320388349514563,70,12.8
11763,16,5,5.49,16,30,10,8,15,56.06666666666667,74,7.2
11764,24,10,5.1,20,65,31,7,17,69.60526315789474,181,5.32
11765,29,6,5.1,23,72,13,15,16,62.07734806629834,159,11.46
11766,31,16,4.88,29,68,33,17,26,25.107456140350877,189,5.48
11767,3,0,5.07,6,14,7,2,3,23.047619047619047,27,3.86
11768,12,5,6.16,14,24,4,10,7,14.244186046511627,55,13.75
11769,10,10,5.17,27,65,19,11,24,38.16793893129771,146,7.26
11770,8,5,5.52,21,24,8,3,12,38.20754716981132,60,7.25
11771,10,4,4.6,4,34,2,24,5,24.544444444444444,69,33.5
11772,14,3,5.33,12,23,6,10,14,37.515625,68,11.17
11773,23,7,5.69,28,36,17,11,16,29.34351145038168,95,5.12
11774,8,6,5.2,12,45,11,21,14,40.44565217391305,99,7.73
11775,12,2,4.75,6,30,4,18,10,13.395348837209303,82,19.0
11776,7,0,5.6,9,11,2,1,4,21.05263157894737,27,12.5
11777,25,8,5.48,26,50,3,13,24,16.323636363636364,112,37.33
11778,7,7,4.77,10,34,13,5,14,11.505681818181818,94,6.08
11779,7,3,5.09,6,15,6,3,8,17.36111111111111,36,5.83
11780,10,4,5.5,10,13,5,3,7,37.5,37,7.2
11781,20,8,5.41,32,54,16,10,23,48.32876712328767,138,7.5
11782,21,4,5.4,19,42,17,10,16,32.80165289256198,97,5.41
11783,21,7,4.96,17,35,27,12,17,40.17857142857143,117,3.96
11784,22,11,5.61,43,64,21,15,23,99.84033613445378,149,6.67
11785,15,4,5.14,8,31,11,13,17,30.86813186813187,75,6.73
11786,9,1,5.0,11,21,7,6,7,84.05,55,6.71
11787,7,2,4.59,6,18,6,8,5,37.925925925925924,42,6.5
11788,8,4,4.62,11,25,6,3,9,13.580357142857142,70,10.83
11789,9,2,5.34,10,21,9,9,10,14.027397260273972,48,5.22
11790,14,11,5.61,27,33,19,6,20,134.32558139534885,100,4.68
11791,2,3,5.14,10,24,10,4,10,37.02564102564103,57,4.9
11792,14,2,5.93,37,54,13,9,19,6.047858942065491,96,7.38
11793,5,5,5.96,22,20,5,1,17,14.08695652173913,59,10.8
11794,4,3,4.85,4,13,8,2,6,21.125,37,4.25
11795,1,1,5.22,3,7,1,2,6,32.0,18,18.0
11796,4,7,5.49,13,21,11,3,10,122.72222222222223,57,4.82
11797,28,19,5.1,36,75,38,10,36,68.03461538461538,210,5.03
11798,9,4,5.21,9,27,16,5,11,16.4031007751938,71,4.19
11799,2,0,6.38,3,4,5,1,2,6.0,8,1.6
11800,5,0,4.81,8,16,3,1,8,6.779661016949152,38,12.33
11801,29,14,5.8,27,37,28,15,22,99.0421052631579,128,4.43
11802,8,6,5.21,7,24,10,8,5,49.64102564102564,60,5.3
11803,15,9,5.28,21,29,12,4,11,9.081761006289309,71,5.58
11804,5,3,5.86,3,14,6,10,6,261.3333333333333,34,4.83
11805,9,2,5.09,14,22,5,4,11,14.632911392405063,54,10.6
11806,11,4,4.95,13,32,10,8,20,9.142857142857142,78,7.5
11807,24,14,5.52,30,42,12,22,24,15.148854961832061,116,9.58
11808,11,6,5.67,20,32,12,7,15,29.391304347826086,77,6.0
11809,4,0,5.43,6,24,10,7,5,5.063291139240507,39,3.5
11810,15,8,5.35,11,47,26,22,16,44.43076923076923,119,4.23
11811,8,2,5.24,5,17,3,8,7,72.0,42,14.0
11812,8,5,4.92,7,22,6,12,10,38.0,48,8.0
11813,20,4,5.14,23,32,21,16,18,36.528985507246375,113,4.71
11814,4,5,5.14,10,29,11,4,16,32.266666666666666,59,5.27
11815,12,5,6.08,22,26,7,1,13,28.918032786885245,59,8.43
11816,13,6,4.72,5,40,9,14,11,21.0974025974026,99,9.89
11817,8,3,5.51,11,12,13,3,7,16.680851063829788,45,3.0
11818,6,2,5.28,10,19,8,3,7,121.0,39,4.5
11819,4,5,5.76,9,28,3,14,10,32.96078431372549,56,18.0
11820,5,12,5.26,12,12,13,1,17,22.535211267605632,59,4.38
11821,8,4,5.1,8,14,6,2,9,17.043478260869566,44,6.67
11822,5,4,5.51,16,25,14,5,6,47.67567567567568,54,3.79
11823,6,0,4.71,4,22,2,6,10,14.0,43,21.0
11824,22,7,5.02,14,28,7,18,15,101.33333333333333,91,12.71
11825,20,10,5.78,12,37,11,33,13,38.888888888888886,99,8.55
11826,16,5,5.3,24,44,16,3,16,36.56716417910448,110,6.25
11827,4,1,5.21,2,11,7,5,1,0.0,21,2.71
11828,8,7,4.87,8,21,12,6,7,71.70370370370371,55,4.42
11829,17,2,5.09,6,27,11,17,18,63.29090909090909,91,6.73
11830,15,8,5.72,33,38,14,6,16,26.328767123287673,99,7.0
11831,11,3,4.97,11,25,10,5,12,12.892857142857142,63,6.2
11832,21,11,5.32,28,44,22,12,26,38.20754716981132,137,5.91
11833,6,3,5.31,8,11,8,6,8,24.5,39,4.5
11834,5,3,5.28,12,22,11,2,5,34.32142857142857,39,3.55
11835,12,6,4.88,11,37,11,1,7,33.51724137931034,77,6.64
11836,6,3,5.06,5,8,8,2,8,46.72222222222222,43,4.38
11837,8,2,4.55,2,32,3,23,7,18.76595744680851,65,19.33
11838,16,12,5.07,23,72,17,28,38,22.752688172043012,165,9.53
11839,10,4,5.41,32,67,19,8,18,11.575342465753424,130,6.53
11840,8,4,5.13,11,33,14,16,8,38.46153846153846,78,4.79
11841,16,10,4.98,20,39,11,10,18,37.02564102564103,114,9.82
11842,19,8,4.7,12,34,12,7,11,28.768595041322314,88,7.0
11843,11,9,4.76,9,25,15,12,15,12.422535211267606,69,4.53
11844,2,2,4.97,6,15,7,4,8,56.06666666666667,37,4.86
11845,2,0,4.86,2,11,2,1,5,36.0,26,10.5
11846,6,0,4.27,2,10,5,5,1,8.333333333333334,22,4.4
11847,30,16,5.35,40,64,30,14,23,78.05076142131979,202,5.83
11848,6,2,5.61,16,22,9,6,21,35.851851851851855,58,6.22
11849,10,2,4.6,6,18,7,1,4,58.333333333333336,43,6.0
